month,portfolio_return,portfolio_return_decimal,cum_portfolio
1994-05-31,-0.05170258064516231,-0.0005170258064516231,0.9994829741935484
1994-08-31,-0.5018198412698425,-0.005018198412698425,0.9944673703189312
1994-11-30,-1.0689469696969696,-0.010689469696969696,0.9838370414992818
1995-05-31,-0.6599551149425289,-0.006599551149425289,0.9773441586212079
1995-06-30,0.8011181818181816,0.008011181818181817,0.9851738403748603
1995-08-31,-1.8060015909090885,-0.018060015909090885,0.9673815851444701
1995-11-30,-1.717033219512195,-0.01717033219512195,0.9507713219680959
1996-04-30,2.865884375,0.02865884375,0.9780193287263604
1997-02-28,0.904723076923077,0.00904723076923077,0.9868676952901161
1998-03-31,-2.049975,-0.020499749999999997,0.9666371542535925
1999-08-31,0.23272380952380978,0.002327238095238098,0.9688867490632441
2000-02-29,-2.6667624338624343,-0.02666762433862434,0.9430488412125545
2000-03-31,-0.4743124999999999,-0.004743124999999999,0.9385758426775782
2000-08-31,2.8038000000000025,0.028038000000000025,0.9648916321545722
2001-02-28,-6.3498136363636375,-0.06349813636363638,0.9036228117198895
2001-08-31,-1.2874090909090903,-0.012874090909090903,0.8919894894942793
2002-05-31,-2.830174928774929,-0.02830174928774929,0.8667446265953047
2003-02-28,3.5723190476190476,0.03572319047619048,0.8977075099853834
2003-03-31,2.159654838709677,0.02159654838709677,0.917094893662243
2004-03-31,-0.012659782608695824,-0.00012659782608695825,0.9169787914423899
2004-11-30,-4.097696344827579,-0.04097696344827579,0.879403785022611
2005-02-28,6.032902076923073,0.06032902076923073,0.9324573542337801
2005-03-31,0.5142742647058824,0.0051427426470588245,0.9372527424359617
2005-05-31,4.398083333333335,0.04398083333333335,0.9784738990922474
2005-08-31,0.18267727272727274,0.0018267727272727274,0.9802613485254573
2005-11-30,-4.72293125,-0.0472293125,0.9339642789642771
2006-02-28,-2.90995,-0.029099499999999997,0.9067863854285562
2006-03-31,4.571402369565218,0.04571402369565218,0.948239239738932
2006-08-31,2.5259392803030303,0.025259392803030304,0.9721911871667445
2006-11-30,2.0704649999999996,0.020704649999999995,0.9923200654301165
2007-02-28,1.5244106833333313,0.015244106833333312,1.0074470985203936
2008-02-29,0.0846808148148096,0.000846808148148096,1.008300212932249
2008-03-31,2.0233956379310274,0.020233956379310275,1.0287021154579694
2009-08-31,7.0489660714285725,0.07048966071428572,1.1012149785526697
2009-11-30,-3.3120965517241383,-0.033120965517241384,1.064741675220957
2010-03-31,2.6484975135135187,0.02648497513513519,1.0929413320145265
2010-08-31,-0.21821386554622002,-0.0021821386554622003,1.0905563824857851
2010-11-30,1.5134807765151512,0.015134807765151512,1.1070617436917665
2011-02-28,0.06733333333333213,0.0006733333333333214,1.1078071652658523
2011-03-31,-1.0267102837837818,-0.010267102837837818,1.0964331951755741
2011-05-31,0.24639374384235513,0.002463937438423551,1.0991347379738976
2011-08-31,5.264704285714286,0.05264704285714286,1.1570009316297838
2011-11-30,-0.4476029761904759,-0.004476029761904759,1.1518221610252573
2012-02-29,2.4120169950738894,0.024120169950738894,1.1796043073022138
2012-05-31,2.2590724999999936,0.022590724999999937,1.2062524238172936
2012-08-31,-3.819300666666681,-0.038193006666666814,1.1601820169527568
2013-04-30,-0.5259085694444372,-0.005259085694444372,1.154080520304449
2013-07-31,12.727296428571432,0.12727296428571433,1.300963769147996
2014-02-28,-4.39991254444444,-0.043999125444444405,1.2437225010705761
2014-03-31,2.272908697674418,0.02272908697674418,1.2719911779723432
2014-09-30,-0.6485205555555531,-0.006485205555555531,1.2637420537183393
2015-04-30,-0.4729703015872997,-0.0047297030158729965,1.2577649291155821
2015-08-31,-1.5692861538461536,-0.015692861538461535,1.2380269982350385
2015-11-30,-0.12499107142857158,-0.0012499107142857158,1.2364795750253694
2016-02-29,-7.780508324999996,-0.07780508324999996,1.140275178753596
2016-03-31,-1.1770655641025725,-0.011770655641025725,1.1268533922884785
2016-08-31,3.308220376506024,0.03308220376506024,1.1641321858255151
2016-11-30,0.8012651376146778,0.008012651376146778,1.1734599711862865
2017-02-28,0.8847000000000012,0.008847000000000011,1.1838415715513717
2017-03-31,0.9736616282051327,0.009736616282051327,1.1953681826723082
2017-07-31,6.009833333333333,0.06009833333333333,1.2672078181706095
2017-08-31,-0.184721127849244,-0.00184721127849244,1.264867017596691
2017-11-30,1.1590244249999966,0.011590244249999966,1.2795271352744055
2018-04-30,0.31569875932300717,0.003156987593230072,1.283566586565668
2018-05-31,-1.9590500975609766,-0.019590500975609767,1.2584208740992933
2018-08-31,0.9074487500000012,0.009074487500000013,1.2698403985910462
2018-11-30,0.866825806451613,0.00866825806451613,1.2808477028667815
2018-12-31,-0.2947673076923092,-0.002947673076923092,1.2770721825774023
2019-01-31,2.963301923076923,0.02963301923076923,1.314915687122799
2019-02-28,0.2988031984126964,0.0029880319841269643,1.318844697252352
2019-04-30,-2.092310619047619,-0.020923106190476187,1.2912503696029947
2019-05-31,1.0849685613248221,0.01084968561324822,1.3052600301611779
2019-09-30,5.406483333333332,0.05406483333333332,1.3758286961485036
2019-10-31,-0.46183927868852415,-0.004618392786885242,1.3694745788222216
2020-03-31,-1.591501760416664,-0.01591501760416664,1.3476793667918072
2020-06-30,20.305859090909095,0.20305859090909095,1.6213372400098076
2020-07-31,-1.2036590714285706,-0.012036590714285707,1.60182186724198
2020-08-31,-9.252068,-0.09252068,1.4536202188458822
2020-11-30,-2.2699490612745024,-0.022699490612745024,1.4206237803336939
2021-03-31,-6.13089369047619,-0.061308936904761906,1.3335268466198111
2021-04-30,0.8969745689655166,0.008969745689655166,1.3454882433043185
2021-08-31,1.1854032938144332,0.011854032938144332,1.3614377052583337
