month,portfolio_return,portfolio_return_decimal,cum_portfolio
1994-05-31,-0.27188221120984224,-0.002718822112098422,0.9972811778879016
1994-06-30,-1.7926142795232938,-0.017926142795232938,0.979403773086085
1994-07-29,1.173611974789917,0.01173611974789917,0.9908981730485674
1994-08-31,-0.6439943340972745,-0.006439943340972745,0.9845168449574613
1994-09-30,-1.278395061728395,-0.01278395061728395,0.9719308302296409
1994-10-31,0.213928176277544,0.0021392817627754403,0.9740100641294304
1994-11-30,-1.8669824263038546,-0.018669824263038547,0.955825467401703
1994-12-30,0.21637037037037032,0.0021637037037037033,0.9578935905056144
1995-01-31,1.5527852059925094,0.015527852059925094,0.972767620468136
1995-02-28,-0.7256881533101049,-0.007256881533101049,0.9657083610871622
1995-03-31,-0.9986711801782224,-0.009986711801782224,0.9560641100004132
1995-04-28,1.1186645833333335,0.011186645833333335,0.9667592605929489
1995-05-31,-2.4529980171274213,-0.024529980171274213,0.9430446751002082
1995-06-30,1.268981731601731,0.012689817316017309,0.9550117397480726
1995-07-31,1.3294912882882866,0.013294912882882865,0.9677085376301535
1995-08-31,-0.8502939791338813,-0.008502939791338813,0.9594801701991198
1995-09-29,0.35511658119658074,0.0035511658119658073,0.96288744337679
1995-10-31,0.3093929320155744,0.003093929320155744,0.9658665490698632
1995-11-30,-1.8577826611716217,-0.018577826611716218,0.9479228477911866
1995-12-29,1.686121181238453,0.01686121181238453,0.9639059757095926
1996-01-31,1.7341840847967094,0.017341840847967093,0.9806218797327527
1996-02-29,0.04217744257436218,0.00042177442574362176,0.9810354809629486
1996-03-29,-0.027960937500000504,-0.00027960937500000506,0.9807611742452637
1996-04-30,-2.3807728171836873,-0.02380772817183687,0.9574114788073409
1996-05-31,-2.1933307876502335,-0.021933307876502335,0.9364122780781621
1996-06-28,0.30754888888888665,0.0030754888888888665,0.9392922036348106
1996-07-31,2.7451393569739952,0.027451393569739954,0.9650770835937782
1996-08-30,0.34495640262000293,0.003449564026200029,0.9684061787838533
1996-09-30,-1.4264339197457474,-0.014264339197457475,0.9545925045687667
1996-10-31,2.4972502527202525,0.024972502527202525,0.9784310683015588
1996-11-29,-0.33480275862069053,-0.0033480275862069054,0.9751552540936833
1996-12-31,-1.0866705495356037,-0.010866705495356037,0.9645585291351981
1997-01-31,0.7156371392035084,0.007156371392035083,0.9714612681990447
1997-02-28,-0.7180267426045565,-0.007180267426045565,0.9644859164993301
1997-03-31,2.088114459580324,0.02088114459580324,0.9846254863823685
1997-04-30,0.12284064806822342,0.0012284064806822343,0.9858350067108854
1997-05-30,-1.2618256643356647,-0.012618256643356647,0.9733954875882022
1997-06-30,-2.0389904264158742,-0.020389904264158744,0.9535480467851146
1997-07-31,-0.7519178695652178,-0.007519178695652178,0.9463781486264472
1997-08-29,-0.2144799199644285,-0.002144799199644285,0.9443483575307123
1997-09-30,2.503346152247188,0.025033461522471878,0.967988665802767
1997-10-31,1.0489391992498558,0.010489391992498558,0.978142278362668
1997-11-28,2.927771981346846,0.02927771981346846,1.0067800539262777
1997-12-31,1.6552693634234619,0.01655269363423462,1.0234449757159776
1998-01-30,-0.7146836391812866,-0.007146836391812866,1.0161305819185125
1998-02-27,-1.9140966842105254,-0.019140966842105252,0.9966808601427611
1998-03-31,-0.5574341597492847,-0.005574341597492847,0.9911250205646425
1998-04-30,-1.1382827158645061,-0.01138282715864506,0.9798432157629466
